title,type,description,cast,creators,directors,genres,mpaa,poster,duration,url,seasons,api_url
Prison Families,series,Rob and Gail are convinced their son is innocent and shouldn't be in prison.  They spend two hundred thousand dollars trying to prove he didn't do it.,Peter Hambleton (narrator),,Dan Henry,Documentary/Shorts,TV-Y,http://imghost.device.screenmedia.net/48316_107_PrisonFamilies_214x306.jpg,,https://www.popcornflix.com/series/18-3umacgtsdqij-prison-families,1,https://api.unreel.me/v2/sites/popcornflix/channels/TV_SHOWS/series?__site=popcornflix&__source=web&page=0&pageSize=10000
Big Comfy Couch,series,"In the 7th season premiere, Loonette and Major Bedhead learn that healthy foods are important. At Granny's Cooking School, Loonette, Molly, and Granny make Apple Muffins.","Bob Stutt,Ramona Gilmour-Darling",,"Derek Ryan, Rob Mills",Family/Kids,TV-Y,http://imghost.device.screenmedia.net/35640_Popcorn_BigComfyCouch7x1_214x306.jpg,,https://www.popcornflix.com/series/18-jej7nsgbggg6-big-comfy-couch,7,https://api.unreel.me/v2/sites/popcornflix/channels/TV_SHOWS_SERIES/series?__site=popcornflix&__source=web&page=0&pageSize=10000
The TV Set,movie,"The story of a TV pilot as it goes through the network TV process of casting, production, and finally airing.","David Duchovny,Sigourney Weaver,Ioan Gruffudd",,Jake Kasdan,Drama,R,http://imghost.device.screenmedia.net/fc8d6e43-3f09-4394-ab84-7a540faf2529-1578524607.png,5280,https://www.popcornflix.com/movie/18-akusepyi4utr-the-tv-set,,https://api.unreel.me/v2/sites/popcornflix/channels/COMEDY/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Kathy Griffin,series,"Self-proclaimed ""D-Lister"" and two-time Emmy Award-winning comedian Kathy Griffin's latest comedy specials take you on a wild ride behind the scenes of Hollywood's most salacious celebrity gossip.",Kathy Griffin,,Paul Miller,Documentary/Shorts,TV-14,http://imghost.device.screenmedia.net/37874_KathyTiredHooker_214x306.jpg,,https://www.popcornflix.com/series/18-h7zoiypxztnz-kathy-griffin,1,https://api.unreel.me/v2/sites/popcornflix/channels/ALL-TVSHOWS_SERIES/series?__site=popcornflix&__source=web&page=0&pageSize=10000
Dark Knight 109,movie,"Fadane the jeweller is brutally murdered for three shining jewels from the East, and the murderer is none other than Ivanhoe himself.  Or so it seems to the villagers who witness this.  Even Cedric, when faced with the overwhelming evidence against his son, is forced to exact punishment, and in the name of justice, Ivanhoe is sentenced to die by hanging.","Charlotte Comer,Peter O'Farrell,Ben Pullen",,,,PG,http://imghost.device.screenmedia.net/54446_109_DarkKnight_214x306.jpg,2760,https://www.popcornflix.com/movie/18-a2e1d6d1-0632-4efe-bac9-ccff70393ddd-dark-knight-109,,https://api.unreel.me/v2/sites/popcornflix/channels/--NOT_SELECTED-/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Mesrine Killer Instinct,movie,"Bank robber. Kidnapper. Anarchist. Revolutionary. Murderer. The true story of Jacques Mesrine, France's Public Enemy #1. Starring Vincent Cassel (Jason Bourne, Black Swan)","Vincent Cassel,Gerard Depardieu",,Jean-Francois Richet,Action/Thriller,R,http://imghost.device.screenmedia.net/51327_Mesrine_214x306.jpg,6840,https://www.popcornflix.com/movie/18-49b0a453-7089-4596-9b21-bf7c43ef2180-mesrine-killer-instinct,,https://api.unreel.me/v2/sites/popcornflix/channels/BROS-MOVIES/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Umigo,series,An animated TV show that teaches children math in fun and creative ways.,"Lester Freeze,Nick Shakoour,Genevieve DeMars",,"Bonnie McCarson, David Hoffman",Family/Kids,TV-Y,http://imghost.device.screenmedia.net/48012_108_Umigo_214x306.jpg,,https://www.popcornflix.com/series/18-swgownemvze9-umigo,1,https://api.unreel.me/v2/sites/popcornflix/channels/SERIES/series?__site=popcornflix&__source=web&page=0&pageSize=10000
Antboy,movie,"12-year-old Pelle is bitten by an ant and develops superpowers. Aided by comic book nerd Wilhelm, Pelle creates a secret identity as superhero Antboy. When a super villain The Flea enters the scene, Antboy must step up to the challenge.","Amalie Kruse Jensen,Samuel Ting Graf,Oscar Dietz",,Ask Hasselbalch,Family/Kids,PG,http://imghost.device.screenmedia.net/ce7e341d-8495-4163-81ab-ff210e0f5b4c-1573761586.png,4620,https://www.popcornflix.com/movie/18-fbhh9ualpy1w-antboy,,https://api.unreel.me/v2/sites/popcornflix/channels/SCI-FIANDMYSTERY/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
The Messenger,movie,"An injured soldier is paired with a by-the-book captain to notify families of their loss. The job bonds them as they debate differing views on serving America. At odds at first, the two find common ground while facing life's variety of battles.","Ben Foster,Woody Harrelson,Samantha Morton",,Oren Moverman,Drama,R,http://imghost.device.screenmedia.net/fdfbc1f2-0030-448b-bf27-c7835b836eb5-1581527494.jpg,6780,https://www.popcornflix.com/movie/18-jfaiurshgjyg-the-messenger,,https://api.unreel.me/v2/sites/popcornflix/channels/ROMANCE_MOVIES/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Andy Kindler -  I Wish I Was Bitter,movie,"With good natured rage, comedian and professional trouble maker Andy Kindler ridicules popular culture, show business, and himself in this intimate stand-up comedy performance.",Andy Kindler,,Susan Maljan,Comedy,,http://imghost.device.screenmedia.net/53482_AndyKindler_214x306.jpg,0,https://www.popcornflix.com/movie/18-7374f468-7c0b-405c-8f9c-fe9635ade876-andy-kindler-i-wish-i-was-bitter,,https://api.unreel.me/v2/sites/popcornflix/channels/STANDUP-COMEDY/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Two Evil Eyes,movie,"Two horror tales based on short stories by Edgar Allan Poe directed by two famous horror directors, George A. Romero and Dario Argento. A greedy wife kills her husband, but not completely. A sleazy reporter adopts a strange black cat.","Adrienne Barbeau,Ramy Zada,Harvey Keitel",,"George A. Romero,Dario Argento",Horror,R,http://imghost.device.screenmedia.net/b398ba30-dd11-404e-8d26-32211fe4980d-1553884631.jpg,6900,https://www.popcornflix.com/movie/18-z816q2vebjyd-two-evil-eyes,,https://api.unreel.me/v2/sites/popcornflix/channels/SHOUT!-FACTORYTV/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Musti,series,Musti helps his neighborhood animals as he travels through his land.,Rachel Frederickx,,Ray Goossens,Family/Kids,TV-Y,http://imghost.device.screenmedia.net/42572_Musti26_214x306.jpg,,https://www.popcornflix.com/series/18-tlmvqsx85stv-musti,1,https://api.unreel.me/v2/sites/popcornflix/channels/SERIES_SERIES/series?__site=popcornflix&__source=web&page=0&pageSize=10000
Always Shine,movie,"Best friends Anna and Beth take a weekend trip to Big Sur, hopeful to reestablish a bond broken by years of competition and jealousy. Tensions mount, leading to an unexpected yet inevitable confrontation, changing both of their lives forever.","Lawrence Michael Levine,Mackenzie Davis,Caitlin FitzGerald,Jane Adams",,Sophia Takal,Horror,,http://imghost.device.screenmedia.net/f1b41950-2385-4d4e-bbd1-bcd10851e5fc-1579622216.png,5220,https://www.popcornflix.com/movie/18-6e5jt2winayx-always-shine,,https://api.unreel.me/v2/sites/popcornflix/channels/STAFF-PICKS/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Babar and Father Christmas,movie,"In this delightful, fully animated holiday tale, Babar's children Arthur, Pom, Flora and Alexander write a letter to Father Christmas to ask him to visit Celesteville at Christmas.  But their letter never arrives, because it is stolen by Babar's Arch-enemy, Rataxes the Rhinoceros, who wants all of Santa's toys for himself!","Jim Bradford,Les Lye,Roch Lafortune,Kai Engstad,Louise Villeneuve,Kemp Edwards,Courtney Carroll,Brahm Olzynko,Noel Council,Rick Jones",,,,G,http://imghost.device.screenmedia.net/49683_BabarAndFatherChristmas_214x306.jpg,1500,https://www.popcornflix.com/movie/18-5527c8e8-e000-46a1-b4c9-50621bda50d2-babar-and-father-christmas,,https://api.unreel.me/v2/sites/popcornflix/channels/TIS-THESEASON/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Taboo,movie,"In the wake of a tragic emotional event, Angie Dobson is lead to do the unthinkable. She suffers from a history of sexual abuse. Instead of suppressing her feelings, she over indulges to satisfy her appetite for an unhealthy infatuation for her brother.","ChelseyRai S Standberry,Kelvin Rowe,Michael Gladden,Nina Yong Brown,Terayle Hill,Brenda Howard",,"Renee Peoples,Bobby Peoples",Drama,,http://imghost.device.screenmedia.net/e1a53d98-b3c1-4dc4-8589-794b389c7dbe-1584470836.jpg,4740,https://www.popcornflix.com/movie/18-f2cry042qcax-taboo,,https://api.unreel.me/v2/sites/popcornflix/channels/THRILLER/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Cowboys and Indians,movie,"In this engaging western, a former cavalry officer is called back into action to rescue a beautiful maiden from the clutches a band of renegade Black Claw Indians led by a frightening medicine man, with the fate of the frontier hanging in the balance.","Katy Maloney,Dennis Ambriz,Steve Guilmette,Alvin Cowan",,"Tyler Burk,Aaron Burk",Drama,PG-13,http://imghost.device.screenmedia.net/9f83f4b1-8dc3-48ad-9064-02503b59b0f7-1361989522.jpg,5220,https://www.popcornflix.com/movie/18-9f83f4b1-8dc3-48ad-9064-02503b59b0f7-cowboys-and-indians,,https://api.unreel.me/v2/sites/popcornflix/channels/WESTERN/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Legend of Zelda,series,"Based on the popular Nintendo game of the same name. Link and Princess Zelda protect the mystical artifact, the Triforce of Wisdom, from falling into the hands of the evil sorcerer Ganon.","Cyndy Preston,Paulina Gillis,Jonathan Potts",,John Grusd,Family/Kids,TV-Y7,http://imghost.device.screenmedia.net/47279_106_LegendOfZelda_214x306.jpg,,https://www.popcornflix.com/series/18-6ktppw49za2u-legend-of-zelda,1,https://api.unreel.me/v2/sites/popcornflix/channels/TV_SHOWS/series?__site=popcornflix&__source=web&page=0&pageSize=10000
Chillers,series,"Based on the short story by Patricia Highsmith, previously adapted as a feature film by Samuel Fuller.","Phillipe Leotard,Chris Campion,Assumpta Serna",,Samuel Fuller,Horror,TV-14,http://imghost.device.screenmedia.net/4be84dbc-6b6d-4bb8-b1f6-a1ea0b130f53-1412706132.jpg,,https://www.popcornflix.com/series/18-yrnk6kgimjo5-chillers,2,https://api.unreel.me/v2/sites/popcornflix/channels/TV_SHOWS_SERIES/series?__site=popcornflix&__source=web&page=0&pageSize=10000
Bright Young Things,movie,"An adaptation of Evelyn Waugh's novel Vile Bodies, is a look into the lives of a young novelist, his would be lover, and a host of young people who beautified London in the 1930s.",,,,,,,6360,https://www.popcornflix.com/movie/18-j2s4h23ialtb-bright-young-things,,https://api.unreel.me/v2/sites/popcornflix/channels/COMEDY/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Adventures of Super Mario Bros 3,series,"King Koopa uses a Magic Wand to turn Cheatsy, Bigmouth, Bully, and Kooky into giant Ninja Koopas so they can capture Prince Hugo the Huge and turn him into a poodle. Kootie Pie Kootie hates all the presents her family supplies at her party and demands that she be given Real World America as a gift.","Allessandro Juliani,Doc Harris,Mike Donova,Gary Chalk,Matt Hill",,Chuck Patton,Family/Kids,,http://imghost.device.screenmedia.net/47225_101_SuperMarioBros3_214x306.jpg,,https://www.popcornflix.com/series/18-nfglpyzc6v5b-adventures-of-super-mario-bros-3,1,https://api.unreel.me/v2/sites/popcornflix/channels/ALL-TVSHOWS_SERIES/series?__site=popcornflix&__source=web&page=0&pageSize=10000
Dark Knight 108,movie,"While Ivanhoe's dreams are disturbed by memories of his battles in the Holy Land, Odo, beaten and pursued by a husband he has cuckolded, escapes into the ancient forest, only to be attacked by a Wraith who takes possession of his small but doughty body. Confronted by Ivanhoe, the evil spirit reveals itself, but refuses to free Odo's body until Ivanhoe returns with the Seal to Life.  Aided by Fingal's map, Ivanhoe goes in search of the Seal that is protected by Higg, the greatest Mountain Spirit of all.","Charlotte Comer,Peter O'Farrell,Ben Pullen",,,,PG,http://imghost.device.screenmedia.net/54443_108_DarkKnight_214x306.jpg,2820,https://www.popcornflix.com/movie/18-0e2c5252-5024-42fd-9653-2c0b5002a86f-dark-knight-108,,https://api.unreel.me/v2/sites/popcornflix/channels/--NOT_SELECTED-/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
American Hero,movie,"Despite having super powers, Melvin only lives for women, drugs and crime. However, when things take an ugly turn, he must now use these special powers to take down a crime lord and win back his son.","Luis Da Silva,Stephen Dorff,Eddie Griffin",,Nick Love,Drama,,http://imghost.device.screenmedia.net/50018_AmericanHero_214x306.jpg,5160,https://www.popcornflix.com/movie/18-qilbsiimynao-american-hero,,https://api.unreel.me/v2/sites/popcornflix/channels/BROS-MOVIES/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Women Behind Bars,series,"This series brings women who kill to the forefront, detailing a specific case in each episode, and then trying to answer the question of why they did what they did.","Kay Bess,Elizabeth Higgs,Ashley Crary",,Richard Swindell,Documentary/Shorts,TV-14,http://imghost.device.screenmedia.net/8db79fe1-7f83-4565-b8e1-e7bd16268450-1375384633.jpg,,https://www.popcornflix.com/series/18-wolaarroazfu-women-behind-bars,3,https://api.unreel.me/v2/sites/popcornflix/channels/SERIES/series?__site=popcornflix&__source=web&page=0&pageSize=10000
Evolution,movie,"A fire-fighting cadet, two college professors, and a geeky but sexy government scientist work against an alien organism that has been rapidly evolving since its arrival on Earth inside a meteor.","Orlando Jones,David Duchovny,Julianne Moore",,Ivan Reitman,Comedy,PG-13,http://imghost.device.screenmedia.net/9a855761-ec57-4af0-be8a-654cc9557cd8-1572640048.png,6660,https://www.popcornflix.com/movie/18-mf0lfwa8kyyk-evolution,,https://api.unreel.me/v2/sites/popcornflix/channels/SCI-FIANDMYSTERY/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Four Lovers,movie,"In this sexy, French romance, two couples explore the boundaries of their relationships by swapping partners. What starts as a fun, free spirited experimentation soon turns into a hotbed of desire, anger, and confusion.","Roschdy Zem,Elodie Bouchez,Nicolas Duvauchelle,Marina Fois",,Antony Cordier,Romance,,http://imghost.device.screenmedia.net/0cef060d-de23-43f0-a5d1-7c411e1aa4d4-1579622263.png,6240,https://www.popcornflix.com/movie/18-ww3201vatdcr-four-lovers,,https://api.unreel.me/v2/sites/popcornflix/channels/ROMANCE_MOVIES/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Morgan Murphy -  Irish Goodbye,movie,"Morgan Murphy brings dry and self-deprecating wit to the stage for this hilarious, gin-soaked special. Murphy's first target is always herself, but won't hesitate to bring down everyone from Planned Parenthood to teenage sexters.",Morgan Murphy,,,,,http://imghost.device.screenmedia.net/53479_MorganMurphy_214x306.jpg,0,https://www.popcornflix.com/movie/18-f4031336-90f4-42b3-9e11-d98923fd45b3-morgan-murphy-irish-goodbye,,https://api.unreel.me/v2/sites/popcornflix/channels/STANDUP-COMEDY/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Cannibal Girls,movie,"From the director of Ghostbusters. A young couple spend the night in a restaurant, only to find out that it is haunted by three dead women who hunger for human flesh -- presented by Shout! Factory TV","Eugene Levy,Andrea Martin,Ronald Ulrich",,Ivan Reitman,Comedy,R,http://imghost.device.screenmedia.net/52864_CannibalGirls_214x306.jpg,4980,https://www.popcornflix.com/movie/18-40b65419-ceff-4aea-a26b-f40519f46a06-cannibal-girls,,https://api.unreel.me/v2/sites/popcornflix/channels/SHOUT!-FACTORYTV/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Mysterious Island,series,"Escaping from a Confederate prison camp by balloon, five survivors land on an uncharted island in the Pacific. Far from a sanctuary, the island is home to carnivorous monsters, bloodthirsty pirates, and the mad genius, Captain Nemo, who inhabits the mysterious island for his own strange ends.","Omar Gooding,Patrick Stewart,Kyle MacLachlan,Vinnie Jones,Gabrielle Anwar",,Russell Mulcahy,"Action/Thriller,Sci-Fi and Mystery",,http://imghost.device.screenmedia.net/50777_MysteriousIsland_Part2_214x306.jpg,,https://www.popcornflix.com/series/18-irzb17pv37vg-mysterious-island,1,https://api.unreel.me/v2/sites/popcornflix/channels/SERIES_SERIES/series?__site=popcornflix&__source=web&page=0&pageSize=10000
Howl,movie,"James Franco delivers a career defining performance as poet Allen Ginsberg. Through his search for personal and creative expression, Ginsberg writes HOWL, and must contend with attorney Jake Ehrlich during HOWLs bizarre obscenity trial.","Jon Hamm,Mary Louise Parker,David Strathairn,James Franco",,"Rob Epstein,Jeffrey Friedman",Drama,R,http://imghost.device.screenmedia.net/e192d9a3-006f-4cb9-a723-73340bcb087d-1578592380.jpg,60,https://www.popcornflix.com/movie/18-y4altla8ta3g-howl,,https://api.unreel.me/v2/sites/popcornflix/channels/STAFF-PICKS/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
The Christmas Snowflake,movie,A Christmas tale of family adventures.,,,"Ronald Wm. Hill,Robert J. McNicol",Family/Kids,,http://imghost.device.screenmedia.net/806c22e0-fe6a-4496-959b-0cb19971d3c5-1544720462.jpg,1440,https://www.popcornflix.com/movie/18-msnu4idrqkrf-the-christmas-snowflake,,https://api.unreel.me/v2/sites/popcornflix/channels/TIS-THESEASON/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
The Good Life,movie,"Mikey searches for alluring good life in an underworld where antagonist Fabian holds all power. Younger brother, Kevin, wants in, against Mikey's will. Forced to choose between family and the good life, Mikey will have to make a choice.","James Mastio,Robert McGill Jr,Janell Flugence,Jonathan Sorapuru,Selam Workeneh,Drew Benson",,"Bryan Trosclair,Owen McManus Jr",Drama,,http://imghost.device.screenmedia.net/3eb37d6d-7577-4f10-b838-d834af52268e-1584470746.jpg,7260,https://www.popcornflix.com/movie/18-pppjclgmiohi-the-good-life,,https://api.unreel.me/v2/sites/popcornflix/channels/THRILLER/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Yellow Rock,movie,"In search of his missing boy, a man hires a group of local, rugged cowboys to help navigate the dangerous territory of the Black Paw Indians. Full of gun slinging, suspense and deceit, Yellow Rock  will thrill Western lovers and action fans alike.","Michael Biehn,James Russo",,Nick Vallelonga,Action/Thriller,R,http://imghost.device.screenmedia.net/21414_YellowRock_214x306_Thumbnail.jpg,5340,https://www.popcornflix.com/movie/18-4d9c3dce-2ccb-4e60-a19c-14996659283e-yellow-rock,,https://api.unreel.me/v2/sites/popcornflix/channels/WESTERN/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Adventures of Sonic the Hedgehog,series,"When Tails gets trapped in the Warp of Confusion by Robotnik's cousin, Dr. Warpnik, Sonic comes to the rescue and traps Robotnik and his badniks in the warp.","Long John Baldry,Garry Chalk,Jaleel White",,Kent Butterworth,Family/Kids,TV-Y7,http://imghost.device.screenmedia.net/47345_107_AdventuresofSonic_214x306.jpg,,https://www.popcornflix.com/series/18-tq7yzatuzgro-adventures-of-sonic-the-hedgehog,1,https://api.unreel.me/v2/sites/popcornflix/channels/TV_SHOWS/series?__site=popcornflix&__source=web&page=0&pageSize=10000
Coast Guard Florida,series,"Air Station Clearwater and Station Key West respond to distress calls from two different cruise ships. Down in Miami, aspiring members of the Coast Guard's Tactical Law Enforcement Team take on rigorous training. And Guardsmen from Marathon help out on a special environmental mission.",Matt Baker,,,"Action/Thriller,Documentary/Shorts",G,http://imghost.device.screenmedia.net/41023_CoastGuardFlorida110_214x306.jpg,,https://www.popcornflix.com/series/18-gaegmyvwkoda-coast-guard-florida,1,https://api.unreel.me/v2/sites/popcornflix/channels/TV_SHOWS_SERIES/series?__site=popcornflix&__source=web&page=0&pageSize=10000
Private Parts,movie,Private Parts follows Howard Stern's amazing transformation from school nerd to media superstar.,"Paul Giamatti,Robin Quivers,Howard Stern",,Betty Thomas,Comedy,R,http://imghost.device.screenmedia.net/b67b8187-e485-410d-99fb-c12deb09e9fd-1576691424.png,6540,https://www.popcornflix.com/movie/18-cp7yhndt42id-private-parts,,https://api.unreel.me/v2/sites/popcornflix/channels/COMEDY/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
The Adventures of Paddington Bear,series,The adventures of a polite bear from Peru that comes to England after an earthquake destroys his home.,"Jonathan Kydd,Moir Leslie,Nigel Lambert,Cyril Shaps,Jon Glover,Eve Karpf",,"Marcos DaSilva, ric Berthier",Family/Kids,TV-Y,http://imghost.device.screenmedia.net/47778_207_Paddington_214x306.jpg,,https://www.popcornflix.com/series/18-n3ep0ya3dhjx-the-adventures-of-paddington-bear,2,https://api.unreel.me/v2/sites/popcornflix/channels/ALL-TVSHOWS_SERIES/series?__site=popcornflix&__source=web&page=0&pageSize=10000
Dark Knight 107,movie,"A historian of a holy order discovers an ancient game and pays for this discovery with his life.  Friar Bacon calls for his friend Ivanhoe's aid when he learns of this and other mysterious occurrences in the citadel.  But it's too late to halt the game that has already been set in motion.  For once started, the game must be played out to the end.  This is an ancient and unholy game where black plays white, where good plays evil, and the stakes are high indeed, for the loser must give up his very soul.","Charlotte Comer,Peter O'Farrell,Ben Pullen",,,,PG,http://imghost.device.screenmedia.net/54440_107_DarkKnight_214x306.jpg,2820,https://www.popcornflix.com/movie/18-61b37040-c51a-4a1b-a603-d23a5b870b94-dark-knight-107,,https://api.unreel.me/v2/sites/popcornflix/channels/--NOT_SELECTED-/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
"Grand Theft, The",movie,"Destitute, but desperate to produce their blockbuster bank robbery movie, slick producer/attorney Mario Vigilante and his talent-deprived and intellectually challenged major players decide to pull a multi-million dollar jewelry heist to finance the film. The problem -  where to begin?","Eric Etebari,Blanche Baker,Robert Loggia,Thomas G. Waites,Michael Rivera",,Ken Del Vecchio,Comedy,R,http://imghost.device.screenmedia.net/23604_grandtheft214x306.jpg,4980,https://www.popcornflix.com/movie/18-b224c574-5678-4640-bbd8-63e14d32e832-grand-theft-the,,https://api.unreel.me/v2/sites/popcornflix/channels/BROS-MOVIES/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Strawberry Shortcake,series,"Strawberry Shortcake travels to magical Holidayland with Honey Pie Pony, searching for the perfect presents to give her friends.","Sarah Heinke,Dejare Barfield",,,Family/Kids,TV-Y,http://imghost.device.screenmedia.net/47306_102_StrawberryShortcake_214x306.jpg,,https://www.popcornflix.com/series/18-mcl9sugwhgwz-strawberry-shortcake,1,https://api.unreel.me/v2/sites/popcornflix/channels/SERIES/series?__site=popcornflix&__source=web&page=0&pageSize=10000
Zombie Ninjas Vs Black Ops,movie,An elite black ops team battles for survival against an indestructible force of zombie ninjas.,"Soa Palelei,Adam T Perkins,Kira Caine",,Rody Claude,Horror,R,http://imghost.device.screenmedia.net/d0820c3b-3969-4995-83c3-a4acffae28c1-1571154051.png,5520,https://www.popcornflix.com/movie/18-glfakawasutz-zombie-ninjas-vs-black-ops,,https://api.unreel.me/v2/sites/popcornflix/channels/SCI-FIANDMYSTERY/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Renoir,movie,"Set on the French Riviera in 1915, Jean Renoir, son of the Impressionist painter, Pierre Auguste returns home to convalesce after being wounded in WWI. At his side is Andree, a young woman who rejuvenates, enchants, and inspires both father and son.","Christa Theret,Vincent Rottiers,Michel Bouquet",,Gilles Bourdos,Drama,R,http://imghost.device.screenmedia.net/60da1af3-67c5-46b6-ae0f-14e0f5d2a8d1-1578583875.png,6720,https://www.popcornflix.com/movie/18-5eod7lbddbsg-renoir,,https://api.unreel.me/v2/sites/popcornflix/channels/ROMANCE_MOVIES/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Gallagher -  Over Your Head,movie,"Watch as Gallagher performs his ever-famous zany antics in front of a live audience. Complete with a magical blimp ride over the rainbow, Gallagher takes you on an intelligent and wacky journey. Take a trip to the insane with Gallagher in a sea of laughter and Sledge-O-Matic goo!",Gallagher,,Joe Hostettler,Comedy,,http://imghost.device.screenmedia.net/53476_GallagherOverYourHead_214x306.jpg,0,https://www.popcornflix.com/movie/18-17676762-77cb-4851-ac54-978801e6d696-gallagher-over-your-head,,https://api.unreel.me/v2/sites/popcornflix/channels/STANDUP-COMEDY/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Izzy Gets the Fuck Across Town,movie,A woman at rock bottom must find her way across Los Angeles in order to crash her ex boyfriend's engagement party.,"Mackenzie Davis,Dolly Wells,Alex Russell",,Christian Papierniak,Drama,,http://imghost.device.screenmedia.net/640c4b66-d6c0-4ee6-9066-1dfc8d3a6036-1553885060.jpg,5220,https://www.popcornflix.com/movie/18-54vtnlxsxe9h-izzy-gets-the-fuck-across-town,,https://api.unreel.me/v2/sites/popcornflix/channels/SHOUT!-FACTORYTV/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Knights Of Mayhem,series,"After a half-year hiatus, The Black Knight Patrick Lambke returns to the list to face arch nemesis and protege Charlie Andrews along with the rest of the Knights of Mayhem at the U.S./International Jousting Championship in Estes Park, Colorado.","Charlie Andrews,Jason Armstrong,Joe Ambrosius",,Jared McGilliard,Documentary/Shorts,TV-14,http://imghost.device.screenmedia.net/42514_KnightsofMayhem_ReturnoftheBlackKnight_214x306.jpg,,https://www.popcornflix.com/series/18-cz3mqudb3zjy-knights-of-mayhem,1,https://api.unreel.me/v2/sites/popcornflix/channels/SERIES_SERIES/series?__site=popcornflix&__source=web&page=0&pageSize=10000
Bellflower,movie,"While Woodrow and Aiden prepare for the global apocalypse by crafting homemade flamethrowers and fire breathing Mad Max inspired muscle cars, Woodrow falls hard in love with a femme fatale who's potentially more dangerous than any end of days.","Rebekah Brandes,Jessie Wiseman,Evan Glodell,Tyler Dawson,Vincent Grashaw",,Evan Glodell,Drama,R,http://imghost.device.screenmedia.net/4df80204-ed35-460a-8cbb-bf6d9cf63428-1578592146.jpg,6420,https://www.popcornflix.com/movie/18-ucbjdqbgtwq2-bellflower,,https://api.unreel.me/v2/sites/popcornflix/channels/STAFF-PICKS/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
A Child's Christmas,movie,"An old man and a young boy discuss whether or not Christmas has changed. The old man takes the young boy back to the Christmas' of his youth, and teases him with a mysterious assertion concerning snow.",Matthew Rhys,,Dave Unwin,Family/Kids,G,http://imghost.device.screenmedia.net/cd9afa43-283d-4dc9-a297-15f3620ede35-1544720784.jpg,1620,https://www.popcornflix.com/movie/18-qt8ro5mtq1z3-a-childs-christmas,,https://api.unreel.me/v2/sites/popcornflix/channels/TIS-THESEASON/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
The Foreign Exchange Student,movie,"Sinclair John is a beautiful, troubled, young high school senior from Dominica. When her parents suspect she may have had something to do with her boyfriends death, they ship her to America under the Foreign Exchange Student Program. While living with her new family, she wreaks havoc and it's up to Jackie to stop her.","Bianca Tonsall,Donny Boaz,Ian Haywood,Jaye Alexander",,"Jonathan Milton,Justin Milton",Drama,,http://imghost.device.screenmedia.net/d9938c93-ca49-44b0-917d-95306a0cdeea-1584470617.jpg,5340,https://www.popcornflix.com/movie/18-bioi2aenmp7c-the-foreign-exchange-student,,https://api.unreel.me/v2/sites/popcornflix/channels/THRILLER/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Once Upon a Texas Train,movie,Richard Widmark and WIllie Nelson star in this story of an outlaw cowboy who is freed after 20 years behind bars and is seeking revenge against the now retired Texas Ranger who put him there.,"Richard Widmark,Angie Dickinson,Willie Nelson,Shaun Cassidy",,Burt Kennedy,Family/Kids,,http://imghost.device.screenmedia.net/937e8dea-e3a7-40b7-8876-04003d746d75-1.jpg,5460,https://www.popcornflix.com/movie/18-937e8dea-e3a7-40b7-8876-04003d746d75-once-upon-a-texas-train,,https://api.unreel.me/v2/sites/popcornflix/channels/WESTERN/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
